/mnt/media/2 B 3/The Toronto Sessions/01 Hip Hug-Her.mp3	Hip Hug-Her 	1 	2 B 3 	The Toronto Sessions 	2004 	 	Blues 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/AA Bondy/When the Devil's Loose [2009] [FLAC]/06 - A.A. Bondy - I Can See the Pines are Dancing.flac	I Can See the Pines are Dancing 	06 	A.A. Bondy 	When the Devil's Loose 	2009 	 	 	 	I Can See the Pines Are Dancing 	 	A.A. Bondy 	When the Devil's Loose 	2009-10-26 	Fat Possum Records 	None 	 							
/mnt/media/AA Bondy/When the Devil's Loose [2009] [FLAC]/07 - A.A. Bondy - False River.flac	False River 	07 	A.A. Bondy 	When the Devil's Loose 	2009 	 	 	 	False River 	 	A.A. Bondy 	When the Devil's Loose 	2009-10-26 	Fat Possum Records 	None 	 							
/mnt/media/AA Bondy/When the Devil's Loose [2009] [FLAC]/08 - A.A. Bondy - Oh the Moon.flac	Oh the Moon 	08 	A.A. Bondy 	When the Devil's Loose 	2009 	 	 	 	On the Moon 	 	A.A. Bondy 	When the Devil's Loose 	2009-10-26 	Fat Possum Records 	None 	 							
/mnt/media/AA Bondy/When the Devil's Loose [2009] [FLAC]/09 - A.A. Bondy - The Mercy Wheel.flac	The Mercy Wheel 	09 	A.A. Bondy 	When the Devil's Loose 	2009 	 	 	 	The Mercy Wheel 	 	A.A. Bondy 	When the Devil's Loose 	2009-10-26 	Fat Possum Records 	None 	 							
/mnt/media/AA Bondy/When the Devil's Loose [2009] [FLAC]/10 - A.A. Bondy - The Coal Hits the Fire.flac	The Coal Hits the Fire 	10 	A.A. Bondy 	When the Devil's Loose 	2009 	 	 	 	The Coal Hits the Fire 	 	A.A. Bondy 	When the Devil's Loose 	2009-10-26 	Fat Possum Records 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra  conducted by_ Antal Dorati/Copland/01 El salon Mexico.mp3	El salon Mexico 	1 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra  conducted by_ Antal Dorati/Copland/02 Dance Symphony - Lento.mp3	Dance Symphony - Lento 	2 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	선물 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra  conducted by_ Antal Dorati/Copland/03 Dance Symphont - Andante moderato.mp3	Dance Symphont - Andante moderato 	3 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	끔의 시간들 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra  conducted by_ Antal Dorati/Copland/04 Dance Symphony - Allegro con vivo.mp3	Dance Symphony - Allegro con vivo 	4 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	첫사랑 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra  conducted by_ Antal Dorati/Copland/05 Fanfare for the Common Man.mp3	Fanfare for the Common Man 	5 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	눈이 하는 말 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra  conducted by_ Antal Dorati/Copland/06 Rodeo - Buckaroo Holiday.mp3	Rodeo - Buckaroo Holiday 	6 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	Love Me 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra  conducted by_ Antal Dorati/Copland/07 Rodeo - Corral Nocturne.mp3	Rodeo - Corral Nocturne 	7 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	벚꽃지다 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra  conducted by_ Antal Dorati/Copland/08 Rodeo - Saturday Night Waltz.mp3	Rodeo - Saturday Night Waltz 	8 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	사랑과 별 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra  conducted by_ Antal Dorati/Copland/09 Rodeo - Hoe Down.mp3	Rodeo - Hoe Down 	9 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	너에게 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra - Copland/01 El salon Mexico.mp3	El salon Mexico 	1 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra - Copland/02 Dance Symphony - Lento.mp3	Dance Symphony - Lento 	2 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	선물 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra - Copland/03 Dance Symphont - Andante moderato.mp3	Dance Symphont - Andante moderato 	3 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	끔의 시간들 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra - Copland/04 Dance Symphony - Allegro con vivo.mp3	Dance Symphony - Allegro con vivo 	4 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	첫사랑 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra - Copland/05 Fanfare for the Common Man.mp3	Fanfare for the Common Man 	5 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	눈이 하는 말 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra - Copland/06 Rodeo - Buckaroo Holiday.mp3	Rodeo - Buckaroo Holiday 	6 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	Love Me 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra - Copland/07 Rodeo - Corral Nocturne.mp3	Rodeo - Corral Nocturne 	7 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	벚꽃지다 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra - Copland/08 Rodeo - Saturday Night Waltz.mp3	Rodeo - Saturday Night Waltz 	8 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	사랑과 별 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Copland/Detroit Symphony Orchestra - Copland/09 Rodeo - Hoe Down.mp3	Rodeo - Hoe Down 	9 	Detroit Symphony Orchestra  conducted by: Antal Dorati 	Copland 	 	 	Classical 	 	너에게 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/01 Rainy Night In Georgia (Feat. Chris Botti).mp3	Rainy Night In Georgia (Feat. Chris Botti) 	1 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	Rainy Night in Georgia 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/02 Ain't No Sunshine.mp3	Ain't No Sunshine 	2 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	Ain't No Sunshine 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/03 (Sittin' On) The Dock Of The Bay.mp3	(Sittin' On) The Dock Of The Bay 	3 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	(Sittin' On) The Dock of the Bay 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/04 Stand By Me.mp3	Stand By Me 	4 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	Stand by Me 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/05 You Send Me.mp3	You Send Me 	5 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	You Send Me 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/06 Respect Yourself (Feat. Mavis Staples).mp3	Respect Yourself (Feat. Mavis Staples) 	6 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	Respect Yourself 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/07 When A Man Loves A Woman.mp3	When A Man Loves A Woman 	7 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	When a Man Loves a Woman 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/08 Let's Stay Together (Feat. Chaka Khan).mp3	Let's Stay Together (Feat. Chaka Khan) 	8 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	Let's Stay Together 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/09 It's All Right.mp3	It's All Right 	9 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	It's All Right 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/10 People Get ready (Feat. David Sanborn And Art Neville).mp3	People Get ready (Feat. David Sanborn And Art Neville) 	10 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	People Get Ready 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/11 My Girl.mp3	My Girl 	11 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	My Girl 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/12 Ain't That Peculiar.mp3	Ain't That Peculiar 	12 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	Ain't That Peculiar 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Bring It On Home... The Soul Classics/13 A Change Is Gonna Come.mp3	A Change Is Gonna Come 	13 	Aaron Neville 	Bring It On Home... The Soul Classics 	2006-09-19 	 	R&B 	 	A Change Is Gonna Come 	 	Aaron Neville 	Bring It on Home... The Soul Classics 	2006-09-19 	Burgundy Records 	soul 	 							
/mnt/media/Aaron Neville/Nature Boy- The Standards Album/01 - Summertime.mp3	Summertime 	01 	Aaron Neville 	Nature Boy: The Standards Album 	 	 	Pop Vocals 	 	Summertime 	 	Aaron Neville 	Nature Boy: The Standards Album 	2003-07-01 	Verve 	None 	 							
/mnt/media/Aaron Neville/Nature Boy- The Standards Album/02 - Blame It On My Youth.mp3	Blame It On My Youth 	02 	Aaron Neville 	Nature Boy: The Standards Album 	 	 	Pop Vocals 	 	Blame It on My Youth 	 	Aaron Neville 	Nature Boy: The Standards Album 	2003-07-01 	Verve 	None 	 							
/mnt/media/Aaron Neville/Nature Boy- The Standards Album/03 - The Very Thought Of You.mp3	The Very Thought Of You 	03 	Aaron Neville 	Nature Boy: The Standards Album 	 	 	Pop Vocals 	 	The Very Thought of You 	 	Aaron Neville 	Nature Boy: The Standards Album 	2003-07-01 	Verve 	None 	 							
/mnt/media/Aaron Neville/Nature Boy- The Standards Album/04 - The Shadow Of Your Smile.mp3	The Shadow Of Your Smile 	04 	Aaron Neville 	Nature Boy: The Standards Album 	 	 	Pop Vocals 	 	The Shadow of Your Smile 	 	Aaron Neville 	Nature Boy: The Standards Album 	2003-07-01 	Verve 	None 	 							
/mnt/media/Aaron Neville/Nature Boy- The Standards Album/05 - Cry Me A River.mp3	Cry Me A River 	05 	Aaron Neville 	Nature Boy: The Standards Album 	 	 	Pop Vocals 	 	Cry Me a River 	 	Aaron Neville 	Nature Boy: The Standards Album 	2003-07-01 	Verve 	None 	 							
/mnt/media/Aaron Neville/Nature Boy- The Standards Album/06 - Nature Boy.mp3	Nature Boy 	06 	Aaron Neville 	Nature Boy: The Standards Album 	 	 	Pop Vocals 	 	Nature Boy 	 	Aaron Neville 	Nature Boy: The Standards Album 	2003-07-01 	Verve 	None 	 							
/mnt/media/Aaron Neville/Nature Boy- The Standards Album/07 - Who Will Buy-.mp3	Who Will Buy? 	07 	Aaron Neville 	Nature Boy: The Standards Album 	 	 	Pop Vocals 	 	Who Will Buy? 	 	Aaron Neville 	Nature Boy: The Standards Album 	2003-07-01 	Verve 	None 	 							
/mnt/media/Aaron Neville/Nature Boy- The Standards Album/08 - Come Rain Or Come Shine.mp3	Come Rain Or Come Shine 	08 	Aaron Neville 	Nature Boy: The Standards Album 	 	 	Pop Vocals 	 	Come Rain or Come Shine 	 	Aaron Neville 	Nature Boy: The Standards Album 	2003-07-01 	Verve 	None 	 							
/mnt/media/Aaron Neville/Nature Boy- The Standards Album/09 - Our Love Is Here To Stay.mp3	Our Love Is Here To Stay 	09 	Aaron Neville 	Nature Boy: The Standards Album 	 	 	Pop Vocals 	 	Our Love Is Here to Stay 	 	Aaron Neville 	Nature Boy: The Standards Album 	2003-07-01 	Verve 	None 	 							
/mnt/media/Aaron Neville/Nature Boy- The Standards Album/10 - In The Still Of The Night.mp3	In The Still Of The Night 	10 	Aaron Neville 	Nature Boy: The Standards Album 	 	 	Pop Vocals 	 	In the Still of the Night 	 	Aaron Neville 	Nature Boy: The Standards Album 	2003-07-01 	Verve 	None 	 							
/mnt/media/Aaron Neville/Nature Boy- The Standards Album/11 - Since I Fell For You.mp3	Since I Fell For You 	11 	Aaron Neville 	Nature Boy: The Standards Album 	 	 	Pop Vocals 	 	Since I Fell for You 	 	Aaron Neville 	Nature Boy: The Standards Album 	2003-07-01 	Verve 	None 	 							
/mnt/media/Aaron Neville/Nature Boy- The Standards Album/12 - Danny Boy.mp3	Danny Boy 	12 	Aaron Neville 	Nature Boy: The Standards Album 	 	 	Pop Vocals 	 	Danny Boy 	 	Aaron Neville 	Nature Boy: The Standards Album 	2003-07-01 	Verve 	None 	 							
/mnt/media/Aashid + Amir/The Lowdown Nasty Filthy Blues/01 Lil Red Riding Hood.mp3	Lil Red Riding Hood 	1 	Aashid + Amir 	The Lowdown Nasty Filthy Blues 	2005 	 	Blues 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aashid + Amir/The Lowdown Nasty Filthy Blues/02 Turnin' Wheel.mp3	Turnin' Wheel 	2 	Aashid + Amir 	The Lowdown Nasty Filthy Blues 	2005 	 	Blues 	 	선물 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aashid + Amir/The Lowdown Nasty Filthy Blues/03 The Low Down.mp3	The Low Down 	3 	Aashid + Amir 	The Lowdown Nasty Filthy Blues 	2005 	 	Blues 	 	끔의 시간들 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aashid + Amir/The Lowdown Nasty Filthy Blues/04 The Sky Is Too Far Away.mp3	The Sky Is Too Far Away 	4 	Aashid + Amir 	The Lowdown Nasty Filthy Blues 	2005 	 	Blues 	 	첫사랑 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aashid + Amir/The Lowdown Nasty Filthy Blues/05 Our Story.mp3	Our Story 	5 	Aashid + Amir 	The Lowdown Nasty Filthy Blues 	2005 	 	Blues 	 	눈이 하는 말 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aashid + Amir/The Lowdown Nasty Filthy Blues/06 Sweet Mama's Door.mp3	Sweet Mama's Door 	6 	Aashid + Amir 	The Lowdown Nasty Filthy Blues 	2005 	 	Blues 	 	Love Me 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aashid + Amir/The Lowdown Nasty Filthy Blues/07 Fine Woman Blues-Train Time.mp3	Fine Woman Blues/Train Time 	7 	Aashid + Amir 	The Lowdown Nasty Filthy Blues 	2005 	 	Blues 	 	벚꽃지다 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aashid + Amir/The Lowdown Nasty Filthy Blues/08 The Crazy Blues.mp3	The Crazy Blues 	8 	Aashid + Amir 	The Lowdown Nasty Filthy Blues 	2005 	 	Blues 	 	사랑과 별 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Aashid + Amir/The Lowdown Nasty Filthy Blues/09  Bet You'll Be Dead.mp3	 Bet You'll Be Dead 	9 	Aashid + Amir 	The Lowdown Nasty Filthy Blues 	2005 	 	Blues 	 	너에게 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 01 - Overture.flac	Overture 	01 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	Overture 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 02 - A Fuller Wine.flac	A Fuller Wine 	02 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	A Fuller Wine 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 03 - Strange Things.flac	Strange Things 	03 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	Strange Things 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 04 - Great Big Wall in China.flac	Great Big Wall in China 	04 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	Great Big Wall in China 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 05 - Taiyang Chulai.flac	Taiyang Chulai 	05 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	Taiyang Chulai 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 06 - Oh Me, Oh My.flac	Oh Me, Oh My 	06 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	Oh Me, Oh My 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 07 - Captain.flac	Captain 	07 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	Captain 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 08 - A Kazakh Melody.flac	A Kazakh Melody 	08 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	A Kazakh Melody 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 09 - Banjo Pickin' Girl.flac	Banjo Pickin' Girl 	09 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	Banjo Pickin’ Girl 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 10 - Sugar & Pie.flac	Sugar & Pie 	10 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	Sugar & Pie 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 11 - Kangding Qingge , Old Timey Dance Party.flac	Kangding Qingge / Old Timey Dance Party 	11 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	Kangding Qingge / Old Timey Dance Party 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 12 - It Ain't Easy.flac	It Ain't Easy 	12 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	It Ain’t Easy 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
/mnt/media/Abigail Washburn/Abigail Washburn & The Sparrow Quartet [2008] [FLAC]/Abigail Washburn & The Sparrow Quartet - Abigail Washburn & The Sparrow Quartet - 13 - Journey Home.flac	Journey Home 	13 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008 	 	Unknown 	 	Journey Home 	 	Abigail Washburn & The Sparrow Quartet 	Abigail Washburn & The Sparrow Quartet 	2008-05-20 	Nettwerk 	folk 	 							
